Q_mean,Q_mean_error_str,TotalRR,TotalRR_error_str,QP_elasticity,QP_elasticity_error_str,FDC_slope,FDC_slope_error_str,BFI,BFI_error_str,HFD_mean,HFD_mean_error_str,Q5,Q5_error_str,Q95,Q95_error_str,high_Q_freq,high_Q_freq_error_str,high_Q_dur,high_Q_dur_error_str,low_Q_freq,low_Q_freq_error_str,low_Q_dur,low_Q_dur_error_str,zero_Q_freq,zero_Q_freq_error_str
1.30073254459633,Warning: Ignoring NaNs in streamflow data. ,0.569237010693488,Warning: Ignoring NaNs in streamflow data. ,1.35606892618623,Warning: Ignoring NaNs in streamflow data. ,-1.93796642044848,"Warning: Ignoring NaNs in streamflow data. ",0.665556757453772,Warning: Ignoring NaNs in streamflow data. ,130.25,Warning: Years containing NaN values are ignored. Warning: Ignoring NaNs in streamflow data. ,0.31,Warning: Ignoring NaNs in streamflow data. ,3.48,Warning: Ignoring NaNs in streamflow data. ,0.00590167924069117,Warning: Ignoring NaNs in streamflow data. ,1.34722222222222,Warning: Ignoring NaNs in streamflow data. ,0.0201387198831833,Warning: Ignoring NaNs in streamflow data. ,7.52272727272727,Warning: Ignoring NaNs in streamflow data. ,0,Warning: Ignoring NaNs in streamflow data. 
1.32856212467225,Warning: Ignoring NaNs in streamflow data. ,0.57596112441219,Warning: Ignoring NaNs in streamflow data. ,1.67345344127101,Warning: Ignoring NaNs in streamflow data. ,-1.95135400786949,"Warning: Ignoring NaNs in streamflow data. ",0.719661210739309,Warning: Ignoring NaNs in streamflow data. ,135.34375,Warning: Years containing NaN values are ignored. Warning: Ignoring NaNs in streamflow data. ,0.32,Warning: Ignoring NaNs in streamflow data. ,3.4,Warning: Ignoring NaNs in streamflow data. ,0.00176441956680458,Warning: Ignoring NaNs in streamflow data. ,1.31818181818182,Warning: Ignoring NaNs in streamflow data. ,0.0212947189097104,Warning: Ignoring NaNs in streamflow data. ,10,Warning: Ignoring NaNs in streamflow data. ,0,Warning: Ignoring NaNs in streamflow data. 
1.66332920451418,Warning: Ignoring NaNs in streamflow data. ,0.628856909734576,Warning: Ignoring NaNs in streamflow data. ,4.06084333889657,Warning: Ignoring NaNs in streamflow data. ,-4.01372324384116,"Warning: Ignoring NaNs in streamflow data. ",0.494221580166113,Warning: Ignoring NaNs in streamflow data. ,109.421052631579,Warning: Years containing NaN values are ignored. Warning: Ignoring NaNs in streamflow data. ,0.08,Warning: Ignoring NaNs in streamflow data. ,5.61,Warning: Ignoring NaNs in streamflow data. ,0.00797030907763446,Warning: Ignoring NaNs in streamflow data. ,1.57831325301205,Warning: Ignoring NaNs in streamflow data. ,0.124847894864931,Warning: Ignoring NaNs in streamflow data. ,11.463687150838,Warning: Ignoring NaNs in streamflow data. ,0,Warning: Ignoring NaNs in streamflow data. 
0.875330692820319,Warning: Ignoring NaNs in streamflow data. ,0.379147736440535,Warning: Ignoring NaNs in streamflow data. ,1.16839464097597,Warning: Ignoring NaNs in streamflow data. ,-1.5350281662268,"Warning: Ignoring NaNs in streamflow data. ",0.67796505379632,Warning: Ignoring NaNs in streamflow data. ,135.862068965517,Warning: Years containing NaN values are ignored. Warning: Ignoring NaNs in streamflow data. ,0.25,Warning: Ignoring NaNs in streamflow data. ,2.44,Warning: Ignoring NaNs in streamflow data. ,0.0103431491847165,Warning: Ignoring NaNs in streamflow data. ,1.25,Warning: Ignoring NaNs in streamflow data. ,0.00863957167193964,Warning: Ignoring NaNs in streamflow data. ,4.17647058823529,Warning: Ignoring NaNs in streamflow data. ,0,Warning: Ignoring NaNs in streamflow data. 
0.795438970407414,Warning: Ignoring NaNs in streamflow data. ,0.346687583384569,Warning: Ignoring NaNs in streamflow data. ,0.528157251868192,Warning: Ignoring NaNs in streamflow data. ,-1.47111521230029,"Warning: Ignoring NaNs in streamflow data. ",0.623554071037215,Warning: Ignoring NaNs in streamflow data. ,133.677419354839,Warning: Years containing NaN values are ignored. Warning: Ignoring NaNs in streamflow data. ,0.25,Warning: Ignoring NaNs in streamflow data. ,2.29,Warning: Ignoring NaNs in streamflow data. ,0.0126551472377707,Warning: Ignoring NaNs in streamflow data. ,1.44444444444444,Warning: Ignoring NaNs in streamflow data. ,0.000851788756388416,Warning: Ignoring NaNs in streamflow data. ,2.8,Warning: Ignoring NaNs in streamflow data. ,0,Warning: Ignoring NaNs in streamflow data. 
1.68878162788335,Warning: Ignoring NaNs in streamflow data. ,0.56666914720166,Warning: Ignoring NaNs in streamflow data. ,3.93524677094248,Warning: Ignoring NaNs in streamflow data. ,-3.90965914050867,"Warning: Ignoring NaNs in streamflow data. ",0.510555023031192,Warning: Ignoring NaNs in streamflow data. ,105.08,Warning: Years containing NaN values are ignored. Warning: Ignoring NaNs in streamflow data. ,0.08,Warning: Ignoring NaNs in streamflow data. ,5.88,Warning: Ignoring NaNs in streamflow data. ,0.0196519834509613,Warning: Ignoring NaNs in streamflow data. ,1.51643192488263,Warning: Ignoring NaNs in streamflow data. ,0.178875638841567,Warning: Ignoring NaNs in streamflow data. ,17.2941176470588,Warning: Ignoring NaNs in streamflow data. ,0,Warning: Ignoring NaNs in streamflow data. 
3.25281710699168,Warning: Ignoring NaNs in streamflow data. ,0.781001963494073,Warning: Ignoring NaNs in streamflow data. ,2.37861061320313,Warning: Ignoring NaNs in streamflow data. ,-3.1379438067539,"Warning: Ignoring NaNs in streamflow data. ",0.544961105095944,Warning: Ignoring NaNs in streamflow data. ,114.411764705882,Warning: Years containing NaN values are ignored. Warning: Ignoring NaNs in streamflow data. ,0.22,Warning: Ignoring NaNs in streamflow data. ,9.59,Warning: Ignoring NaNs in streamflow data. ,0.000547578486249696,Warning: Ignoring NaNs in streamflow data. ,1.28571428571429,Warning: Ignoring NaNs in streamflow data. ,0.0821976149914821,Warning: Ignoring NaNs in streamflow data. ,11.4491525423729,Warning: Ignoring NaNs in streamflow data. ,0,Warning: Ignoring NaNs in streamflow data. 
2.14079389312977,Warning: Ignoring NaNs in streamflow data. ,0.677815523671782,Warning: Ignoring NaNs in streamflow data. ,-2.62428496382612,Warning: Ignoring NaNs in streamflow data. ,-3.58967344779359,"Warning: Ignoring NaNs in streamflow data. ",0.521727878676254,Warning: Ignoring NaNs in streamflow data. ,106.6,Warning: Years containing NaN values are ignored. Warning: Ignoring NaNs in streamflow data. ,0.18,Warning: Ignoring NaNs in streamflow data. ,7.21,Warning: Ignoring NaNs in streamflow data. ,0.00358968118763689,Warning: Ignoring NaNs in streamflow data. ,1.22916666666667,Warning: Ignoring NaNs in streamflow data. ,0.0860915064492577,Warning: Ignoring NaNs in streamflow data. ,12.7477477477477,Warning: Ignoring NaNs in streamflow data. ,0,Warning: Ignoring NaNs in streamflow data. 
1.43151800924799,,0.581693168889186,,1.42915937608807,,-1.92268004818798,"",0.696816082649883,,145.822222222222,,0.38,,3.62,,0.00292041859333171,,1.6551724137931,,0.00419810172791433,,4.6,,0,
1.74608403795263,Warning: Ignoring NaNs in streamflow data. ,0.649376970093739,Warning: Ignoring NaNs in streamflow data. ,1.76393639712616,Warning: Ignoring NaNs in streamflow data. ,-1.6701318229128,"Warning: Ignoring NaNs in streamflow data. ",0.693616466152518,Warning: Ignoring NaNs in streamflow data. ,151.52380952381,Warning: Years containing NaN values are ignored. Warning: Ignoring NaNs in streamflow data. ,0.54,Warning: Ignoring NaNs in streamflow data. ,4.31,Warning: Ignoring NaNs in streamflow data. ,0.00316378680944269,Warning: Ignoring NaNs in streamflow data. ,1.40540540540541,Warning: Ignoring NaNs in streamflow data. ,0.000121684108055488,Warning: Ignoring NaNs in streamflow data. ,2,Warning: Ignoring NaNs in streamflow data. ,0,Warning: Ignoring NaNs in streamflow data. 
